y=556, x=673..691
x=390, y=544..547
x=450, y=947..959
x=572, y=1399..1401
y=820, x=401..404
y=150, x=629..631
x=496, y=212..232
x=465, y=721..728
x=371, y=1485..1511
x=525, y=788..791
x=484, y=159..170
x=388, y=567..582
x=357, y=1449..1455
x=603, y=979..999
x=510, y=1016..1028
x=436, y=273..288
x=511, y=226..254
y=817, x=450..507
y=874, x=472..478
x=463, y=472..484
y=1319, x=620..632
y=778, x=447..465
y=1544, x=661..663
x=580, y=845..871
y=67, x=444..451
x=575, y=968..976
x=506, y=552..560
x=665, y=713..729
y=1659, x=629..648
x=483, y=1340..1346
y=1155, x=481..586
x=586, y=1351..1364
x=435, y=152..154
x=364, y=1660..1670
x=645, y=1039..1058
y=1628, x=362..693
x=651, y=1437..1447
y=1176, x=670..683
x=514, y=327..339
x=433, y=492..505
y=1300, x=635..644
x=349, y=1469..1492
x=643, y=1398..1422
x=574, y=245..247
y=1023, x=429..431
y=692, x=388..410
y=387, x=643..666
y=585, x=559..562
x=648, y=1261..1277
x=622, y=101..105
x=516, y=226..254
x=456, y=1499..1505
y=1004, x=529..550
x=476, y=766..776
x=427, y=513..522
x=381, y=917..919
x=532, y=1040..1043
y=298, x=481..498
y=1693, x=364..384
y=766, x=328..351
x=385, y=634..649
y=1557, x=434..439
x=424, y=739..754
x=435, y=367..380
x=537, y=372..385
x=347, y=254..268
x=441, y=272..288
y=543, x=615..639
x=358, y=936..944
x=600, y=1165..1176
x=636, y=149..173
x=367, y=1733..1750
x=645, y=131..132
x=485, y=660..670
x=437, y=674..690
x=652, y=130..132
x=474, y=609..632
x=668, y=336..343
x=404, y=1199..1219
x=673, y=732..743
x=390, y=102..113
x=539, y=910..922
x=564, y=902..916
x=536, y=1500..1509
x=402, y=1422..1431
y=858, x=431..439
x=558, y=200..208
y=952, x=548..559
y=1447, x=627..651
x=527, y=302..328
x=470, y=1163..1172
x=688, y=407..419
y=642, x=507..532
x=682, y=323..329
y=1750, x=467..475
x=336, y=1478..1486
y=1419, x=419..428
x=455, y=1177..1182
y=766, x=542..561
y=1638, x=670..682
x=519, y=352..358
y=419, x=680..688
x=351, y=1636..1649
x=673, y=1474..1488
x=460, y=824..836
y=1019, x=447..449
x=616, y=1231..1238
y=26, x=425..432
x=532, y=188..212
y=1724, x=495..502
y=288, x=436..441
x=388, y=668..692
x=607, y=782..810
y=1480, x=667..670
y=1674, x=396..424
x=555, y=346..357
x=686, y=681..686
x=527, y=374..377
x=678, y=131..157
x=666, y=1652..1658
x=615, y=1373..1383
x=632, y=1710..1719
y=1779, x=517..519
x=337, y=923..932
x=489, y=284..295
y=831, x=443..445
x=554, y=757..763
y=1568, x=640..642
y=1114, x=471..488
y=1136, x=437..444
y=42, x=676..681
y=1346, x=483..485
y=320, x=482..500
x=421, y=848..861
x=554, y=1239..1257
x=533, y=498..513
x=567, y=1236..1239
y=1127, x=340..348
x=422, y=1034..1051
x=338, y=1660..1683
x=626, y=1393..1406
x=562, y=1082..1095
y=1744, x=642..647
x=486, y=284..295
x=485, y=769..771
x=536, y=954..963
x=453, y=610..632
y=1049, x=451..463
x=488, y=1107..1114
y=500, x=450..462
y=1228, x=663..665
y=255, x=486..502
y=427, x=622..627
x=527, y=825..839
x=414, y=103..113
x=332, y=1560..1567
y=996, x=330..347
x=566, y=415..426
x=566, y=772..790
x=418, y=1198..1219
y=343, x=659..668
x=496, y=639..651
x=632, y=1196..1202
y=835, x=519..521
y=1237, x=657..674
x=550, y=992..1004
x=510, y=401..403
x=656, y=447..455
y=717, x=613..618
x=569, y=245..247
y=38, x=463..465
y=98, x=644..648
x=411, y=361..366
y=293, x=535..545
x=594, y=615..630
x=531, y=374..377
x=527, y=968..979
y=790, x=566..587
x=650, y=223..251
x=588, y=1254..1267
x=502, y=348..362
y=887, x=356..369
y=1530, x=573..577
x=335, y=136..162
x=472, y=686..695
x=522, y=7..28
y=1652, x=666..668
x=571, y=1121..1133
x=592, y=305..324
y=1011, x=499..505
x=446, y=847..861
x=584, y=1560..1562
x=339, y=1135..1141
y=74, x=550..556
x=463, y=1513..1522
x=471, y=248..252
x=463, y=290..314
x=495, y=1722..1724
x=588, y=1733..1741
x=492, y=73..83
y=1202, x=373..392
x=650, y=1342..1358
y=493, x=594..601
x=613, y=1325..1333
y=1394, x=652..667
y=1710, x=440..454
x=431, y=976..1001
x=679, y=862..878
x=693, y=1618..1628
x=670, y=39..65
y=1631, x=347..353
x=575, y=304..324
x=439, y=1555..1557
x=647, y=962..965
y=735, x=427..431
x=458, y=616..627
x=670, y=1636..1638
x=543, y=1701..1708
y=547, x=390..394
x=542, y=946..957
x=652, y=811..817
x=465, y=219..232
x=357, y=715..740
x=564, y=224..250
x=431, y=1414..1426
x=473, y=1336..1351
x=423, y=1714..1734
x=494, y=556..568
x=507, y=636..642
x=380, y=1516..1538
x=496, y=266..278
x=646, y=28..33
x=600, y=1349..1360
y=932, x=337..346
y=278, x=475..496
x=551, y=260..283
x=419, y=1415..1419
y=1030, x=621..642
x=357, y=1378..1380
x=414, y=1516..1528
x=603, y=1419..1421
x=403, y=1152..1154
x=376, y=1124..1130
x=594, y=1555..1566
x=646, y=1669..1690
y=605, x=328..336
x=683, y=1641..1662
x=369, y=567..582
x=601, y=343..352
y=692, x=575..585
y=624, x=572..579
x=509, y=1313..1317
y=1317, x=499..509
x=412, y=12..15
y=1202, x=629..632
x=531, y=1244..1252
y=1547, x=645..669
x=628, y=722..734
x=634, y=1329..1343
y=1625, x=426..662
x=666, y=407..411
y=649, x=375..385
y=1422, x=643..655
x=657, y=217..242
x=483, y=1234..1236
x=474, y=1514..1522
x=488, y=1712..1736
x=531, y=1648..1653
x=606, y=1310..1320
x=450, y=805..817
x=485, y=197..205
y=1524, x=495..508
x=530, y=956..959
y=1222, x=568..596
y=1318, x=377..383
y=67, x=628..631
y=1351, x=473..493
x=565, y=501..522
x=531, y=862..871
y=170, x=468..484
y=189, x=460..477
y=618, x=366..375
y=1148, x=686..689
x=348, y=543..554
x=434, y=1285..1306
y=455, x=649..656
x=357, y=265..289
x=400, y=1018..1035
y=883, x=406..514
x=428, y=432..443
y=544, x=421..479
x=481, y=1142..1155
x=433, y=515..525
x=480, y=1038..1052
x=406, y=1028..1032
x=413, y=811..828
x=626, y=1755..1781
x=662, y=1515..1524
x=597, y=1079..1091
y=1296, x=327..336
y=988, x=476..497
x=665, y=1432..1456
x=522, y=1639..1661
y=1529, x=437..450
x=517, y=1776..1779
x=481, y=1686..1690
y=507, x=676..690
x=482, y=769..771
x=492, y=1039..1052
x=650, y=811..817
x=501, y=620..631
x=360, y=966..981
y=1401, x=471..572
y=773, x=455..459
x=501, y=577..587
x=633, y=771..776
x=570, y=945..957
y=771, x=482..485
x=358, y=625..651
x=686, y=1142..1148
x=501, y=1025..1026
x=570, y=1554..1566
x=612, y=552..563
x=540, y=632..660
y=15, x=409..412
y=670, x=485..487
x=373, y=1179..1202
x=528, y=932..942
x=368, y=1221..1225
x=629, y=1020..1026
x=577, y=784..787
x=587, y=1717..1719
x=387, y=1659..1668
x=437, y=1434..1455
y=974, x=487..489
x=526, y=468..478
y=997, x=675..690
x=471, y=1184..1196
y=22, x=639..651
x=606, y=1327..1340
x=671, y=1145..1155
x=375, y=1703..1714
x=508, y=601..613
x=585, y=818..843
y=930, x=671..682
y=1562, x=575..584
x=347, y=971..996
x=436, y=635..645
x=493, y=662..674
x=644, y=1581..1586
y=484, x=551..567
y=262, x=533..544
x=434, y=1784..1788
x=564, y=821..828
x=410, y=196..207
y=316, x=491..494
y=1719, x=626..632
x=495, y=1519..1524
y=1453, x=534..537
x=575, y=260..283
y=1026, x=487..501
x=415, y=909..918
y=1219, x=404..418
x=604, y=406..434
y=522, x=632..642
x=475, y=1742..1750
x=646, y=1518..1523
y=1736, x=491..505
y=324, x=575..592
y=157, x=670..678
y=763, x=548..554
x=546, y=1272..1283
x=629, y=1640..1659
x=363, y=966..981
x=490, y=1258..1260
x=664, y=407..411
y=1383, x=449..615
x=445, y=831..833
x=581, y=1168..1171
x=565, y=1186..1200
x=444, y=715..722
x=481, y=286..298
x=634, y=1375..1377
y=522, x=565..575
x=643, y=381..387
y=833, x=443..445
y=998, x=371..387
y=776, x=476..497
y=257, x=645..648
x=553, y=1087..1091
x=683, y=172..180
x=355, y=1125..1130
y=111, x=339..347
x=503, y=1223..1225
x=532, y=1744..1748
y=434, x=587..604
x=467, y=1117..1135
x=607, y=635..644
x=480, y=683..692
y=692, x=477..480
x=333, y=758..761
x=490, y=1059..1084
x=579, y=450..460
x=548, y=952..954
x=423, y=434..446
x=671, y=268..296
x=587, y=1168..1171
x=426, y=151..154
x=375, y=308..325
y=1548, x=503..508
x=491, y=1730..1736
x=410, y=667..692
x=361, y=1378..1380
y=1716, x=563..568
x=515, y=930..938
x=415, y=738..754
y=757, x=465..484
x=356, y=1165..1170
x=375, y=1369..1387
x=513, y=1743..1748
x=566, y=201..208
x=520, y=189..206
y=1238, x=611..616
x=578, y=711..725
x=615, y=1419..1421
x=668, y=561..566
x=477, y=178..189
y=1775, x=348..366
x=343, y=136..162
x=476, y=223..226
x=507, y=805..817
x=486, y=244..255
x=435, y=825..836
y=1426, x=431..639
y=442, x=644..648
y=130, x=371..382
x=517, y=1692..1712
x=346, y=922..932
x=484, y=1250..1263
x=631, y=210..216
x=437, y=1124..1136
x=410, y=801..826
x=472, y=73..79
y=122, x=655..659
x=610, y=1525..1539
x=574, y=1166..1176
y=554, x=345..348
y=1734, x=412..423
x=651, y=712..729
x=648, y=255..257
x=343, y=1053..1059
y=848, x=616..621
y=1130, x=355..376
x=654, y=1132..1141
y=107, x=499..518
x=476, y=640..651
y=725, x=575..578
y=485, x=443..453
y=1524, x=349..352
x=615, y=591..606
x=577, y=1526..1530
x=519, y=470..484
x=548, y=85..108
y=1539, x=610..623
x=494, y=579..590
y=43, x=393..395
x=434, y=432..443
y=1028, x=510..529
x=664, y=148..173
y=949, x=601..615
y=1175, x=464..481
x=362, y=1619..1628
x=517, y=1035..1049
x=395, y=672..682
x=380, y=1783..1795
y=877, x=472..478
x=462, y=495..500
x=573, y=1525..1530
x=351, y=398..411
y=1213, x=471..473
x=548, y=349..354
x=473, y=1227..1239
y=690, x=437..454
x=660, y=836..861
x=340, y=1107..1127
y=753, x=473..478
x=528, y=348..362
x=428, y=171..180
x=671, y=916..930
x=369, y=1025..1051
x=437, y=1651..1659
x=531, y=788..791
x=579, y=603..624
y=316, x=428..431
x=639, y=5..22
x=366, y=1762..1775
x=630, y=1557..1571
y=811, x=650..652
x=421, y=309..320
x=423, y=1285..1306
x=441, y=33..50
y=1236, x=567..569
y=1370, x=381..384
x=688, y=269..296
y=247, x=569..574
y=817, x=650..652
y=752, x=508..524
y=1116, x=540..559
x=485, y=784..797
y=1528, x=414..420
x=484, y=706..712
y=1772, x=358..360
y=385, x=519..537
y=1367, x=512..525
x=609, y=1170..1180
y=1178, x=510..523
y=253, x=366..393
x=465, y=686..690
x=670, y=766..786
x=459, y=764..773
y=205, x=482..485
x=519, y=371..385
x=680, y=407..419
x=403, y=938..959
y=464, x=371..373
x=432, y=125..140
y=274, x=567..569
y=1567, x=332..347
x=568, y=1291..1301
x=642, y=1733..1744
y=358, x=511..519
x=635, y=649..663
x=375, y=634..649
x=413, y=133..137
x=545, y=266..293
y=1084, x=490..502
y=180, x=405..428
y=1736, x=477..488
y=1739, x=549..576
x=615, y=1325..1333
x=327, y=1272..1296
x=527, y=189..206
y=1051, x=422..437
y=1035, x=400..416
x=408, y=75..96
x=477, y=200..209
y=1731, x=346..354
x=448, y=90..96
x=519, y=823..835
y=132, x=645..652
y=1546, x=503..508
y=839, x=507..527
x=373, y=461..464
x=541, y=1338..1354
x=587, y=773..790
x=691, y=85..93
y=484, x=512..519
x=463, y=1038..1049
x=674, y=1517..1527
x=389, y=1253..1276
y=1162, x=624..642
y=1277, x=648..661
x=371, y=1598..1610
x=581, y=752..756
y=682, x=395..397
x=575, y=712..725
x=669, y=1715..1741
x=365, y=1088..1111
x=496, y=241..252
x=502, y=243..255
x=612, y=263..285
x=406, y=871..883
y=349, x=541..548
x=575, y=1229..1242
x=663, y=1542..1544
x=548, y=757..763
y=96, x=424..448
y=1736, x=340..362
x=662, y=1714..1741
x=520, y=1503..1527
x=398, y=705..713
x=629, y=146..150
x=447, y=1011..1019
x=397, y=918..919
x=474, y=1163..1172
y=1176, x=619..621
x=578, y=730..736
x=508, y=445..446
x=615, y=1187..1207
x=493, y=241..252
x=331, y=348..366
y=1748, x=513..532
x=484, y=743..757
y=1610, x=558..578
y=944, x=412..424
x=682, y=1637..1638
x=667, y=218..242
y=42, x=489..514
x=580, y=1053..1073
y=1555, x=476..481
y=686, x=661..686
y=779, x=625..646
x=349, y=1636..1649
x=570, y=46..47
y=468, x=363..380
x=418, y=1346..1360
y=283, x=551..575
x=540, y=1105..1116
x=360, y=1760..1772
x=353, y=265..289
x=397, y=891..901
y=1585, x=366..377
x=548, y=1360..1367
x=630, y=379..402
x=520, y=1224..1225
y=826, x=395..410
x=516, y=285..305
x=492, y=936..959
x=556, y=1294..1305
y=154, x=426..435
y=615, x=366..375
x=632, y=998..1002
x=645, y=1534..1547
y=1305, x=556..574
y=550, x=646..668
y=746, x=604..606
x=478, y=139..150
x=632, y=553..563
y=771, x=633..639
x=353, y=1658..1667
x=382, y=1515..1538
x=385, y=1192..1194
x=616, y=1480..1482
y=810, x=607..619
x=573, y=907..928
x=345, y=1165..1170
x=544, y=415..426
x=618, y=1039..1058
y=1546, x=543..546
x=556, y=1087..1091
x=400, y=1117..1139
y=1173, x=337..362
x=454, y=1693..1710
y=296, x=671..688
x=473, y=1211..1213
x=452, y=375..377
y=79, x=448..472
x=674, y=1224..1237
x=642, y=1140..1162
y=787, x=388..393
x=652, y=1380..1394
x=551, y=478..484
y=1751, x=353..358
x=393, y=250..253
y=756, x=581..600
x=608, y=609..613
y=248, x=673..686
x=636, y=721..734
x=430, y=286..291
x=366, y=1568..1585
x=428, y=314..316
y=407, x=664..666
x=330, y=1448..1455
x=632, y=1300..1319
y=662, x=581..598
y=660, x=540..555
x=478, y=451..460
x=666, y=1027..1046
x=657, y=1518..1527
x=671, y=322..329
y=1172, x=470..474
x=673, y=593..602
x=591, y=1349..1360
x=364, y=1744..1754
x=482, y=254..257
x=332, y=1503..1528
y=1111, x=353..365
x=671, y=1753..1764
x=538, y=85..108
x=547, y=553..574
y=1225, x=503..520
y=305, x=511..516
y=1295, x=652..662
x=348, y=1661..1670
x=640, y=1566..1568
x=682, y=1193..1207
y=252, x=493..496
x=507, y=1060..1071
x=481, y=1166..1175
y=212, x=340..356
y=641, x=422..425
x=658, y=618..625
x=472, y=840..848
x=466, y=839..848
y=1023, x=516..523
y=1051, x=369..390
x=478, y=621..631
y=366, x=399..411
x=450, y=391..403
x=457, y=1666..1674
x=657, y=1224..1237
x=457, y=241..262
y=736, x=455..474
y=705, x=335..341
x=676, y=732..743
y=550, x=329..339
x=391, y=1734..1750
y=140, x=404..432
x=459, y=1328..1337
y=959, x=528..530
y=134, x=578..595
y=206, x=520..527
x=600, y=752..756
x=335, y=692..705
x=529, y=1200..1216
x=337, y=1151..1173
y=1508, x=636..657
x=584, y=558..577
x=419, y=1012..1026
x=630, y=1169..1180
x=471, y=28..41
x=672, y=400..414
x=474, y=663..674
y=17, x=566..580
x=347, y=1470..1492
y=1380, x=357..361
y=1741, x=588..592
x=453, y=463..485
y=748, x=327..343
x=427, y=1190..1200
y=919, x=381..397
y=623, x=361..381
x=534, y=1451..1453
x=487, y=1024..1026
x=521, y=930..938
y=232, x=465..486
x=465, y=785..797
x=659, y=119..122
x=465, y=767..778
x=677, y=1473..1488
y=1552, x=489..514
x=597, y=45..47
x=637, y=1374..1377
x=608, y=346..348
y=96, x=380..408
x=550, y=314..320
y=406, x=491..552
y=1113, x=545..548
x=395, y=800..826
y=965, x=647..657
y=352, x=601..616
y=1104, x=514..527
x=686, y=720..746
y=1509, x=528..536
x=561, y=968..976
x=648, y=1476..1487
x=643, y=1186..1207
x=625, y=173..176
x=338, y=257..264
y=534, x=550..569
y=1122, x=635..649
x=364, y=771..798
x=384, y=1679..1693
x=536, y=735..739
x=590, y=819..843
x=422, y=9..21
x=648, y=1639..1659
x=358, y=1760..1772
y=957, x=542..570
y=1043, x=530..532
x=371, y=168..185
x=424, y=935..944
x=477, y=1685..1690
y=650, x=602..604
y=1662, x=657..683
y=1486, x=336..338
x=498, y=73..83
y=1557, x=538..559
x=543, y=1546..1553
x=341, y=693..705
y=627, x=458..465
y=226, x=473..476
y=619, x=388..400
x=607, y=361..384
x=424, y=1664..1674
y=1560, x=575..584
y=362, x=502..528
x=347, y=1745..1754
y=1667, x=353..355
x=528, y=912..925
x=561, y=750..766
x=403, y=1093..1113
x=347, y=1626..1631
y=1648, x=531..536
x=627, y=411..427
x=533, y=1337..1354
x=352, y=1522..1524
x=476, y=972..988
y=552, x=377..401
y=1252, x=513..531
x=598, y=647..662
y=648, x=486..488
x=400, y=612..619
x=489, y=28..42
x=502, y=1059..1084
y=1658, x=666..668
x=468, y=160..170
x=371, y=981..998
x=493, y=1336..1351
x=690, y=491..507
x=541, y=349..354
x=566, y=1291..1301
x=470, y=492..505
y=1455, x=330..357
y=354, x=436..439
x=606, y=726..746
x=417, y=1776..1791
x=556, y=53..74
x=611, y=221..237
y=62, x=513..517
x=505, y=212..232
x=364, y=696..699
y=1305, x=490..508
y=222, x=589..600
x=530, y=1040..1043
x=666, y=381..387
x=493, y=199..209
y=137, x=413..421
y=981, x=360..363
x=388, y=785..787
x=447, y=184..186
x=493, y=5..16
x=632, y=836..861
y=1360, x=418..444
y=21, x=401..422
x=669, y=1534..1547
y=616, x=458..465
x=631, y=102..105
y=959, x=483..492
x=563, y=1714..1716
y=1482, x=604..616
x=667, y=1379..1394
x=655, y=118..122
y=1182, x=455..457
x=648, y=435..442
y=1001, x=418..431
x=353, y=1088..1111
x=432, y=14..26
x=448, y=1543..1549
x=414, y=516..525
x=542, y=750..766
y=786, x=661..670
x=460, y=1724..1747
x=642, y=505..522
x=646, y=763..779
y=1135, x=457..467
y=1200, x=565..581
y=1207, x=615..643
x=444, y=44..67
y=1242, x=560..575
x=569, y=1236..1239
y=1020, x=429..431
y=1337, x=440..459
y=460, x=478..579
x=413, y=1092..1113
x=477, y=413..424
x=615, y=534..543
x=602, y=361..384
x=432, y=1189..1200
x=541, y=453..456
x=581, y=1187..1200
x=648, y=399..414
x=622, y=1642..1662
x=642, y=1071..1075
y=699, x=357..364
x=491, y=394..406
x=370, y=1199..1205
y=480, x=387..413
x=657, y=1496..1508
x=459, y=351..357
y=470, x=617..643
x=659, y=1313..1328
x=578, y=1605..1610
x=690, y=1421..1426
x=585, y=675..692
y=1205, x=342..370
y=1340, x=483..485
y=1480, x=604..616
x=642, y=1006..1030
x=455, y=756..761
y=1690, x=646..674
x=528, y=892..901
x=339, y=107..111
x=561, y=167..193
x=675, y=981..997
x=621, y=1172..1176
x=603, y=324..330
x=598, y=1053..1073
x=377, y=1568..1585
y=426, x=544..566
y=285, x=612..631
y=1505, x=439..456
y=403, x=450..467
y=329, x=671..682
y=208, x=558..566
y=262, x=457..462
y=1637, x=573..598
x=579, y=784..787
y=1421, x=603..615
y=983, x=487..489
x=545, y=863..871
x=508, y=1546..1548
x=447, y=1041..1054
y=674, x=474..493
y=632, x=453..474
y=1095, x=542..562
x=559, y=1104..1116
y=1092, x=666..677
x=672, y=1433..1456
y=584, x=662..664
x=346, y=1220..1225
x=384, y=1271..1272
x=617, y=449..470
x=343, y=559..574
x=513, y=1243..1252
y=1328, x=653..659
y=113, x=390..414
x=367, y=1660..1672
x=402, y=195..207
y=630, x=590..594
y=776, x=633..639
x=647, y=210..216
y=328, x=527..534
x=668, y=719..746
x=552, y=574..592
y=366, x=331..338
x=443, y=831..833
x=639, y=610..628
y=1006, x=652..662
x=539, y=1035..1049
x=616, y=308..313
x=616, y=342..352
x=613, y=711..717
y=1553, x=543..546
y=453, x=541..551
y=1708, x=530..543
x=440, y=1327..1337
x=431, y=1020..1023
y=822, x=636..664
y=1026, x=419..438
x=329, y=546..550
x=505, y=76..86
x=644, y=869..897
y=1419, x=603..615
x=358, y=1742..1751
x=575, y=1560..1562
x=393, y=26..43
x=538, y=695..703
x=555, y=632..660
x=514, y=1079..1104
y=1527, x=513..520
y=982, x=518..538
x=356, y=1270..1272
x=406, y=1397..1399
x=488, y=117..129
y=925, x=528..545
x=471, y=289..314
y=1566, x=570..594
y=360, x=449..468
x=471, y=1399..1401
y=716, x=453..472
x=375, y=615..618
y=1492, x=347..349
x=474, y=724..736
x=468, y=479..481
x=687, y=667..671
y=233, x=355..381
y=320, x=421..443
x=554, y=118..124
x=333, y=1659..1683
y=70, x=628..631
x=477, y=683..692
y=1764, x=662..671
x=639, y=771..776
y=602, x=649..673
y=1141, x=646..654
x=403, y=1396..1399
y=1538, x=380..382
y=1216, x=457..482
x=517, y=56..62
x=641, y=1755..1781
x=336, y=1272..1296
x=351, y=756..766
y=606, x=611..615
y=93, x=665..691
y=998, x=541..543
x=601, y=490..493
x=508, y=735..752
y=403, x=510..538
y=644, x=607..624
x=511, y=1699..1705
x=475, y=266..278
x=471, y=1211..1213
x=527, y=1078..1104
x=611, y=1231..1238
y=65, x=666..670
x=520, y=953..963
x=468, y=347..360
y=1270, x=339..352
x=513, y=56..62
y=1049, x=517..539
x=485, y=1340..1346
x=485, y=75..86
x=396, y=1260..1270
x=546, y=5..20
y=1306, x=423..434
x=463, y=703..713
x=432, y=1784..1788
y=861, x=421..446
x=329, y=882..890
x=569, y=907..928
x=561, y=1149..1151
x=426, y=1622..1625
x=466, y=703..713
x=689, y=1142..1148
y=250, x=564..580
x=646, y=1133..1141
x=528, y=1499..1509
x=396, y=736..757
x=670, y=1468..1480
x=568, y=1208..1222
y=242, x=657..667
x=409, y=12..15
x=340, y=194..212
x=409, y=1254..1276
x=606, y=1352..1364
y=560, x=500..506
x=523, y=1174..1178
x=481, y=1538..1555
x=444, y=1346..1360
y=592, x=552..568
y=1046, x=666..687
y=47, x=570..597
x=584, y=982..1000
x=441, y=1393..1406
y=1028, x=406..409
y=1113, x=403..413
x=473, y=223..226
x=635, y=1458..1468
x=372, y=399..411
x=482, y=307..320
x=680, y=1576..1589
y=843, x=585..590
x=558, y=1605..1610
x=345, y=542..554
x=482, y=197..205
x=621, y=820..848
x=662, y=1622..1625
x=462, y=240..262
y=440, x=533..535
x=509, y=933..942
x=499, y=1699..1705
x=524, y=52..65
x=558, y=1711..1725
x=683, y=637..657
y=1333, x=613..615
y=761, x=440..455
x=566, y=6..17
y=1566, x=640..642
y=1026, x=629..632
x=467, y=391..403
y=443, x=428..434
y=1122, x=331..335
y=703, x=538..563
x=372, y=1299..1326
x=432, y=33..50
x=604, y=1480..1482
x=505, y=53..65
x=673, y=1146..1155
x=381, y=228..233
x=545, y=913..925
x=537, y=1450..1453
x=397, y=1421..1431
x=677, y=641..651
x=666, y=1515..1524
y=216, x=631..647
x=420, y=1516..1528
x=408, y=1476..1487
y=105, x=622..631
x=581, y=647..662
x=497, y=971..988
y=368, x=625..629
x=478, y=748..753
y=861, x=632..660
x=486, y=637..648
y=1670, x=348..364
x=677, y=367..370
x=434, y=1555..1557
x=654, y=682..689
x=457, y=1117..1135
x=644, y=1288..1300
y=954, x=548..559
y=1364, x=586..606
y=1260, x=490..497
x=443, y=464..485
x=580, y=225..250
x=550, y=528..534
y=1225, x=346..368
y=408, x=364..366
y=1236, x=483..485
x=565, y=218..219
x=423, y=1057..1061
y=1091, x=597..600
x=370, y=714..740
y=1747, x=460..464
x=339, y=1249..1270
x=447, y=1107..1113
x=529, y=1015..1028
x=407, y=1667..1671
y=401, x=510..538
y=12, x=409..412
x=404, y=125..140
y=193, x=561..588
y=1168, x=581..587
x=425, y=621..641
x=489, y=685..695
x=429, y=836..838
x=341, y=257..264
x=578, y=1710..1725
x=575, y=675..692
x=495, y=5..16
x=499, y=1313..1317
x=643, y=448..470
x=594, y=490..493
y=631, x=478..501
y=746, x=497..503
x=443, y=1041..1054
x=383, y=1576..1589
x=488, y=637..648
x=627, y=1328..1343
y=1690, x=477..481
x=508, y=1519..1524
x=569, y=270..274
x=460, y=721..728
x=626, y=1709..1719
x=530, y=1702..1708
y=86, x=485..505
x=628, y=324..330
y=330, x=603..628
x=493, y=1377..1380
y=1690, x=370..372
y=1791, x=417..440
y=628, x=639..666
x=668, y=1652..1658
y=1461, x=483..534
x=473, y=748..753
x=681, y=1704..1705
y=671, x=682..687
y=424, x=440..477
x=420, y=1153..1154
y=1054, x=443..447
x=514, y=871..883
x=405, y=171..180
x=402, y=1260..1270
x=382, y=1658..1668
y=377, x=445..452
x=421, y=1458..1468
x=660, y=618..625
x=328, y=597..605
x=691, y=172..180
x=409, y=1028..1032
y=1172, x=619..621
x=541, y=996..998
y=108, x=538..548
y=582, x=369..388
x=361, y=499..503
y=1272, x=356..384
x=536, y=1066..1068
x=691, y=561..566
x=645, y=255..257
x=460, y=177..189
x=548, y=902..916
x=639, y=1414..1426
x=618, y=710..717
x=436, y=351..354
y=1075, x=642..656
